"studyid","domain","usubjid","subjid","rfstdtc","rfendtc","siteid","brthdtc","age","agetxt","ageu","sex","species","strain","sbstrain","armcd","arm","setcd"
"GLP003","DM","107001378","8104","2007-06-12","2007-07-10T14:33:02",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001464","8105","2007-06-12","2007-07-10T14:33:10",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001450","8106","2007-06-12","2007-07-10T14:33:16",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001471","8107","2007-06-12","2007-07-10T14:33:21",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001385","8108","2007-06-12","2007-07-10T14:33:26",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001367","8109","2007-06-12","2007-07-10T14:33:33",,"2007-04-09",64,,"DAYS","M",,,,"3","Low Dose","8"
"GLP003","DM","107001526","8201","2007-06-14","2007-07-12T11:06:20",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001634","8202","2007-06-14","2007-07-12T11:06:25",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001564","8203","2007-06-14","2007-07-12T11:06:31",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001575","8204","2007-06-14","2007-07-12T11:06:37",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001503","8205","2007-06-14","2007-07-12T11:06:43",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001527","8206","2007-06-14","2007-07-12T11:06:48",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001512","8207","2007-06-14","2007-07-12T11:06:54",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001601","8208","2007-06-14","2007-07-12T11:06:59",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001590","8209","2007-06-14","2007-07-12T11:07:03",,"2007-04-09",66,,"DAYS","F",,,,"3","Low Dose","8"
"GLP003","DM","107001352","9101","2007-06-12","2007-07-10T14:33:38",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001406","9102","2007-06-12","2007-07-10T14:33:43",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001442","9103","2007-06-12","2007-07-10T14:33:47",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001429","9104","2007-06-12","2007-07-10T14:33:53",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001409","9105","2007-06-12","2007-07-10T14:33:58",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001430","9106","2007-06-12","2007-07-10T14:34:08",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001444","9107","2007-06-12","2007-07-10T14:34:15",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001354","9108","2007-06-12","2007-07-10T14:34:21",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001402","9109","2007-06-12","2007-07-10T14:34:26",,"2007-04-09",64,,"DAYS","M",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001557","9201","2007-06-14","2007-07-12T11:07:09",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001572","9202","2007-06-14","2007-07-12T11:07:14",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001632","9203","2007-06-14","2007-07-12T11:07:19",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001550","9204","2007-06-14","2007-07-12T11:07:24",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001593","9205","2007-06-14","2007-07-12T11:07:29",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001596","9206","2007-06-14","2007-07-12T11:07:33",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001642","9207","2007-06-14","2007-06-14T14:55:50",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001586","9208","2007-06-14","2007-07-12T11:07:39",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001546","9209","2007-06-14","2007-07-12T11:07:45",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001623","9210","2007-06-14","2007-07-12T11:07:50",,"2007-04-09",66,,"DAYS","F",,,,"4","Intermediate Dose","9"
"GLP003","DM","107001405","10101","2007-06-12","2007-07-10T14:34:32",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001463","10102","2007-06-12","2007-07-10T14:34:39",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001494","10103","2007-06-12","2007-07-10T14:34:46",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001453","10104","2007-06-12","2007-07-10T14:34:58",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001448","10105","2007-06-12","2007-07-10T14:35:03",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001413","10106","2007-06-12","2007-07-10T14:35:09",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001476","10107","2007-06-12","2007-07-10T14:35:16",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001380","10108","2007-06-12","2007-07-10T14:35:22",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001417","10109","2007-06-12","2007-07-10T14:35:28",,"2007-04-09",64,,"DAYS","M",,,,"5","High Dose","10"
"GLP003","DM","107001548","10201","2007-06-14","2007-07-12T11:07:55",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001523","10202","2007-06-14","2007-07-12T11:08:00",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001611","10203","2007-06-14","2007-07-12T11:08:04",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001502","10204","2007-06-14","2007-07-12T11:08:09",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001510","10205","2007-06-14","2007-07-12T11:08:14",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001509","10206","2007-06-14","2007-07-12T11:08:20",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001549","10207","2007-06-14","2007-07-12T11:08:25",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001605","10208","2007-06-14","2007-07-12T11:08:29",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
"GLP003","DM","107001591","10209","2007-06-14","2007-07-12T11:08:35",,"2007-04-09",66,,"DAYS","F",,,,"5","High Dose","10"
